,Unnamed: 0,id,release_date,original_title,title,collection,collection_id,Wikipedia movie ID
1760,1760,31245,1988-07-14,Hobgoblins,Hobgoblins,The Hobgoblin Collection,429826,3215125.0
1761,1761,125331,2009-06-23,Hobgoblins 2,Hobgoblins 2,The Hobgoblin Collection,429826,3215125.0
1762,1762,42754,2007-01-01,Three Can Play That Game,Three Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,18615823.0
1763,1763,25462,2001-09-07,Two Can Play That Game,Two Can Play That Game,Can play that game (Shanté Smith) Collection,1146627,3130501.0
1764,1764,354718,1979-01-14,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders,Dallas Cowboys Cheerleaders - Collection,827148,2376164.0
1765,1765,374994,1980-01-13,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders II,Dallas Cowboys Cheerleaders - Collection,827148,2376164.0
1766,1766,89659,1975-07-12,Criminally Insane,Criminally Insane,Crazy Fat Ethel Collection,831249,42128633.0
1767,1767,163447,1987-01-01,Criminally Insane 2,Criminally Insane 2,Crazy Fat Ethel Collection,831249,42128633.0
1768,1768,100661,1959-11-01,Terror is a Man,Terror is a Man,Blood Island Collection,812830,26429596.0
1769,1769,77889,1968-05-29,Brides of Blood,Brides of Blood,Blood Island Collection,812830,37964651.0
1770,1770,81477,1969-09-18,Mad Doctor of Blood Island,Mad Doctor of Blood Island,Blood Island Collection,812830,37964634.0
1771,1771,90315,1970-05-06,Beast of Blood,Beast of Blood,Blood Island Collection,812830,37964683.0
1772,1772,14444,1998-11-20,The Rugrats Movie,The Rugrats Movie,Rugrats Collection,57129,1507610.0
1773,1773,20694,2003-06-13,Rugrats Go Wild,Rugrats Go Wild,Rugrats Collection,57129,915315.0
1774,1774,16340,2000-11-17,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,Rugrats Collection,57129,1518575.0
1775,1775,6007,2001-03-16,Elling,Elling,Elling Collection,12075,2299232.0
1776,1776,11166,2003-10-10,Mors Elling,Mother's Elling,Elling Collection,12075,53729019.0
1777,1777,12076,2005-09-23,Elsk meg i morgen,Love Me Tomorrow,Elling Collection,12075,4962981.0
1778,1778,10748,2007-12-21,St. Trinian's,St. Trinian's,St. Trinian's Collection,12077,10874116.0
1779,1779,11402,1954-09-28,The Belles of St. Trinian's,The Belles of St. Trinian's,St. Trinian's Collection,12077,1381474.0
1780,1780,37565,2009-12-18,St Trinian's 2: The Legend of Fritton's Gold,St Trinian's 2: The Legend of Fritton's Gold,St. Trinian's Collection,12077,22635683.0
1781,1781,21077,1960-12-22,The Pure Hell of St. Trinian's,The Pure Hell of St. Trinian's,St. Trinian's Collection,12077,1381470.0
1782,1782,16904,1957-12-01,Blue Murder at St. Trinian's,Blue Murder at St. Trinian's,St. Trinian's Collection,12077,1381479.0
1783,1783,14387,1966-03-11,The Great St. Trinian's Train Robbery,The Great St. Trinian's Train Robbery,St. Trinian's Collection,12077,1381483.0
1784,1784,40637,1980-09-10,The Wildcats of St. Trinian's,The Wildcats of St. Trinian's,St. Trinian's Collection,12077,15397651.0
1785,1785,36199,2002-03-02,デジモンテイマーズ 暴走デジモン特急,Digimon Tamers: Runaway Locomon,Digimon Tamers Collection,1214254,21344645.0
1786,1786,36200,2001-07-14,デジモンテイマーズ 冒険者たちの戦い,Digimon Tamers: Battle of Adventurers,Digimon Tamers Collection,1214254,26816017.0
1787,1787,10869,1974-02-12,Herbie Rides Again,Herbie Rides Again,Herbie Collection,12087,2092559.0
1788,1788,11451,2005-06-22,Herbie Fully Loaded,Herbie Fully Loaded,Herbie Collection,12087,1549008.0
1789,1789,12129,1980-06-25,Herbie Goes Bananas,Herbie Goes Bananas,Herbie Collection,12087,2303104.0
1790,1790,14140,1977-06-24,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,Herbie Collection,12087,512161.0
1791,1791,14136,1968-12-23,The Love Bug,The Love Bug,Herbie Collection,12087,273456.0
1792,1792,32643,1997-11-29,The Love Bug,The Love Bug,Herbie Collection,12087,8152043.0
1793,1793,28682,1977-01-05,Emanuelle in America,Emanuelle in America,Black Emanuelle Collection,227140,4188689.0
1794,1794,28574,1982-09-09,Violenza in un carcere femminile,Violence in a Women's Prison,Black Emanuelle Collection,227140,28038054.0
1795,1795,45233,1983-05-06,Blade Violent - I violenti,Women's Prison Massacre,Black Emanuelle Collection,227140,16909489.0
1796,1796,40132,1978-04-20,La via della prostituzione,Emanuelle and the White Slave Trade,Black Emanuelle Collection,227140,41380331.0
1797,1797,28325,1977-09-16,Emanuelle - Perché violenza alle donne?,Emanuelle Around the World,Black Emanuelle Collection,227140,16191901.0
1798,1798,28324,1977-10-21,Emanuelle e gli ultimi cannibali,Emanuelle and the Last Cannibals,Black Emanuelle Collection,227140,16090838.0
1799,1799,40348,1975-11-27,Emanuelle nera,Black Emanuelle,Black Emanuelle Collection,227140,3493321.0
1800,1800,90119,1976-07-31,Emanuelle nera n. 2,Black Emanuelle 2,Black Emanuelle Collection,227140,45032826.0
1801,1801,59068,1977-08-10,Suor Emanuelle,Sister Emanuelle,Black Emanuelle Collection,227140,22253674.0
1802,1802,158618,1978-05-17,Emanuelle e le porno notti nel mondo n. 2,Emanuelle and the Porno Nights of the World N. 2,Black Emanuelle Collection,227140,3493321.0
1803,1803,407742,1978-04-20,Le notti porno nel mondo nº 2,Sexy Night Report n. 2,Black Emanuelle Collection,227140,2724343.0
1804,1804,39965,1976-05-07,Emanuelle nera: Orient reportage,Emanuelle in Bangkok,Black Emanuelle Collection,227140,37379963.0
1805,1805,158611,1977-12-20,Le notti porno nel mondo,Sexy Night Report,Black Emanuelle Collection,227140,2854011.0
1806,1806,263261,1937-09-01,Victoria the Great,Victoria the Great,Queen Victoria Collection,1175370,11418397.0
1807,1807,263262,1938-11-18,Sixty Glorious Years,Sixty Glorious Years,Queen Victoria Collection,1175370,26092037.0
1808,1808,55762,1977-01-14,Sweeney!,Sweeney!,The Sweeney Movie Collection,270156,16888879.0
1809,1809,55766,1978-03-30,Sweeney 2,Sweeney 2,The Sweeney Movie Collection,270156,429550.0
1810,1810,505383,1974-06-04,Regan,Regan,The Sweeney Movie Collection,270156,23357478.0
1811,1811,11430,2004-02-06,The Lion King 1½,The Lion King 1½,The Lion King Collection,94032,385706.0
1812,1812,9732,1998-10-24,The Lion King II: Simba's Pride,The Lion King II: Simba's Pride,The Lion King Collection,94032,307553.0
1813,1813,8587,1994-06-24,The Lion King,The Lion King,The Lion King Collection,94032,88678.0
1814,1814,90,1984-12-05,Beverly Hills Cop,Beverly Hills Cop,Beverly Hills Cop Collection,85861,680398.0
1815,1815,96,1987-05-18,Beverly Hills Cop II,Beverly Hills Cop II,Beverly Hills Cop Collection,85861,807842.0
1816,1816,306,1994-05-24,Beverly Hills Cop III,Beverly Hills Cop III,Beverly Hills Cop Collection,85861,1138104.0
1817,1817,280180,2024-06-20,Beverly Hills Cop: Axel F,Beverly Hills Cop: Axel F,Beverly Hills Cop Collection,85861,61807563.0
1818,1818,201937,1994-11-09,Prehysteria! 2,Prehysteria! 2,Prehysteria Collection,640872,2501266.0
1819,1819,79500,1993-06-30,Prehysteria!,Prehysteria!,Prehysteria Collection,640872,2501266.0
1820,1820,201938,1995-09-26,Prehysteria! 3,Prehysteria! 3,Prehysteria Collection,640872,2501266.0
1821,1821,29912,1953-09-16,The Robe,The Robe,Demetrius Collection,366444,7548602.0
1822,1822,43332,1954-06-16,Demetrius and the Gladiators,Demetrius and the Gladiators,Demetrius Collection,366444,2016956.0
1823,1823,18498,1985-01-18,Ghoulies,Ghoulies,Ghoulies Collection,44913,58258201.0
1824,1824,28605,1987-07-31,Ghoulies II,Ghoulies II,Ghoulies Collection,44913,2501408.0
1825,1825,44909,1990-08-15,Ghoulies III: Ghoulies Go to College,Ghoulies III: Ghoulies Go to College,Ghoulies Collection,44913,4213489.0
1826,1826,30654,1994-08-17,Ghoulies IV,Ghoulies IV,Ghoulies Collection,44913,2501408.0
1827,1827,16246,1974-07-28,Gone in 60 Seconds,Gone in 60 Seconds,Gone in 60 Seconds Trilogy,391040,2187884.0
1828,1828,54498,1982-08-28,The Junkman,The Junkman,Gone in 60 Seconds Trilogy,391040,2139989.0
1829,1829,83507,1983-10-28,Deadline Auto Theft,Deadline Auto Theft,Gone in 60 Seconds Trilogy,391040,3645302.0
1830,1830,14728,2008-10-25,The Librarian: The Curse of the Judas Chalice,The Librarian: The Curse of the Judas Chalice,The Librarian Collection,85890,17942252.0
1831,1831,14207,2004-07-12,The Librarian: Quest for the Spear,The Librarian: Quest for the Spear,The Librarian Collection,85890,1348785.0
1832,1832,14208,2006-09-09,The Librarian: Return to King Solomon's Mines,The Librarian: Return to King Solomon's Mines,The Librarian Collection,85890,7764053.0
1833,1833,51848,2009-12-23,A Golden Christmas,A Golden Christmas,A Golden Christmas Collection,237444,30366080.0
1834,1834,236417,2012-12-22,A Golden Christmas 3,A Golden Christmas 3,A Golden Christmas Collection,237444,932424.0
1835,1835,137475,2011-11-15,3 Holiday Tails,3 Holiday Tails,A Golden Christmas Collection,237444,2898752.0
1836,1836,332,1999-07-23,Inspector Gadget,Inspector Gadget,Inspector Gadget Collection,237445,4180278.0
1837,1837,19766,2003-03-11,Inspector Gadget 2,Inspector Gadget 2,Inspector Gadget Collection,237445,4508113.0
1838,1838,17264,1979-10-13,The Black Stallion,The Black Stallion,The Black Stallion Collection,405393,165330.0
1839,1839,24883,1983-03-25,The Black Stallion Returns,The Black Stallion Returns,The Black Stallion Collection,405393,9922304.0
1840,1840,42418,2003-12-25,Young Black Stallion,Young Black Stallion,The Black Stallion Collection,405393,12414269.0
1841,1841,59811,2010-12-17,Çakallarla Dans,Dance with the Jackals,Çakallarla Dans Collection,315283,1148659.0
1842,1842,187976,2012-12-06,Çakallarla Dans 2: Hastasıyız Dede!,Dance with the Jackals 2,Çakallarla Dans Collection,315283,2060192.0
1843,1843,336292,2014-12-05,Çakallarla Dans 3: Sıfır Sıkıntı,Dance with the Jackals 3,Çakallarla Dans Collection,315283,2060192.0
1844,1844,435246,2016-11-25,Çakallarla Dans 4,Dance with the Jackals 4,Çakallarla Dans Collection,315283,2060192.0
1845,1845,601326,2018-11-08,Çakallarla Dans 5,Dance with the Jackals 5,Çakallarla Dans Collection,315283,2060192.0
1846,1846,976745,2022-12-02,Çakallarla Dans 6,Dance with the Jackals 6,Çakallarla Dans Collection,315283,73601059.0
1847,1847,1262268,2024-12-06,Çakallarla Dans 7,Dance with the Jackals 7,Çakallarla Dans Collection,315283,73601059.0
1848,1848,12721,1986-05-02,"No Retreat, No Surrender","No Retreat, No Surrender","No Retreat, No Surrender Collection",384920,1226871.0
1849,1849,42012,1987-11-05,"No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender 2: Raging Thunder","No Retreat, No Surrender Collection",384920,3019993.0
1850,1850,36884,1990-01-25,"No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender 3: Blood Brothers","No Retreat, No Surrender Collection",384920,12013209.0
1851,1851,68895,1990-11-01,The King of the Kickboxers,The King of the Kickboxers,"No Retreat, No Surrender Collection",384920,2226221.0
1852,1852,36934,1991-10-01,American Shaolin,American Shaolin,"No Retreat, No Surrender Collection",384920,2384098.0
1853,1853,37609,2006-07-31,The Cheetah Girls 2,The Cheetah Girls 2,The Cheetah Girls Collection,425880,4289078.0
1854,1854,32293,2003-08-15,The Cheetah Girls,The Cheetah Girls,The Cheetah Girls Collection,425880,1373475.0
1855,1855,27621,2008-08-22,The Cheetah Girls: One World,The Cheetah Girls: One World,The Cheetah Girls Collection,425880,9555242.0
1856,1856,204912,1993-09-22,Thunder in Paradise,Thunder in Paradise,Thunder in Paradise Collection,425881,1741394.0
1857,1857,207390,1994-04-27,Thunder in Paradise 2,Thunder in Paradise 2,Thunder in Paradise Collection,425881,1741394.0
1858,1858,207376,1995-07-11,Thunder in Paradise 3,Thunder in Paradise 3,Thunder in Paradise Collection,425881,41596691.0
1859,1859,348,1979-05-25,Alien,Alien,Alien Collection,8091,23487440.0
1860,1860,679,1986-07-18,Aliens,Aliens,Alien Collection,8091,213472.0
1861,1861,8077,1992-05-22,Alien³,Alien³,Alien Collection,8091,213251.0
1862,1862,8078,1997-11-12,Alien Resurrection,Alien Resurrection,Alien Collection,8091,213246.0
1863,1863,54433,1995-03-11,ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,Gamera (Heisei) Collection,657313,4399341.0
1864,1864,59480,1996-07-12,ガメラ2 レギオン襲来,Gamera 2: Attack of Legion,Gamera (Heisei) Collection,657313,4399374.0
1865,1865,60159,1999-03-06,ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,Gamera (Heisei) Collection,657313,2718584.0
1866,1866,53031,1972-04-15,Living Free,Living Free,Born Free Collection,354210,28581124.0
1867,1867,35842,1996-04-27,Born Free: A New Adventure,Born Free: A New Adventure,Born Free Collection,354210,54494397.0
1868,1868,15347,1966-03-26,Born Free,Born Free,Born Free Collection,354210,551581.0
1869,1869,9545,1993-01-29,Sniper,Sniper,Sniper Collection,14246,410832.0
1870,1870,14245,2002-12-28,Sniper 2,Sniper 2,Sniper Collection,14246,2197909.0
1871,1871,14247,2004-10-19,Sniper 3,Sniper 3,Sniper Collection,14246,8536802.0
1872,1872,58767,2011-04-26,Sniper: Reloaded,Sniper: Reloaded,Sniper Collection,14246,30786877.0
1873,1873,290729,2014-09-30,Sniper: Legacy,Sniper: Legacy,Sniper Collection,14246,43476686.0
1874,1874,407375,2016-08-02,Sniper: Ghost Shooter,Sniper: Ghost Shooter,Sniper Collection,14246,50653299.0
1875,1875,464889,2017-10-03,Sniper: Ultimate Kill,Sniper: Ultimate Kill,Sniper Collection,14246,52823329.0
1876,1876,702936,2020-06-15,Sniper: Assassin's End,Sniper: Assassin's End,Sniper Collection,14246,63929029.0
1877,1877,997120,2022-08-16,Sniper: Rogue Mission,Sniper: Rogue Mission,Sniper Collection,14246,43476960.0
1878,1878,1171541,2023-09-26,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper: G.R.I.T. - Global Response & Intelligence Team,Sniper Collection,14246,410832.0
1879,1879,11395,1994-11-11,The Santa Clause,The Santa Clause,The Santa Clause Collection,53159,144415.0
1880,1880,9021,2002-09-29,The Santa Clause 2,The Santa Clause 2,The Santa Clause Collection,53159,454718.0
1881,1881,13767,2006-11-02,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,The Santa Clause Collection,53159,3257958.0
1882,1882,64142,1936-12-20,Three Smart Girls,Three Smart Girls,Three Smart Girls Trilogy,1361831,61520.0
1883,1883,64143,1939-03-24,Three Smart Girls Grow Up,Three Smart Girls Grow Up,Three Smart Girls Trilogy,1361831,15717360.0
1884,1884,218113,1943-07-16,Hers to Hold,Hers to Hold,Three Smart Girls Trilogy,1361831,42464734.0
1885,1885,41357,1971-04-19,Summer of '42,Summer of '42,Summer of '42 Collection,1286059,1790734.0
1886,1886,89545,1973-04-10,Class of '44,Class of '44,Summer of '42 Collection,1286059,5257171.0
1887,1887,3176,2000-12-16,バトル・ロワイアル,Battle Royale,Battle Royale Collection,16302,304692.0
1888,1888,3177,2003-07-05,バトル・ロワイアルII 鎮魂歌,Battle Royale II: Requiem,Battle Royale Collection,16302,1312231.0
1889,1889,17478,2004-08-27,धूम,Dhoom,Dhoom Collection,44976,1828869.0
1890,1890,14194,2006-11-24,धूम २,Dhoom 2,Dhoom Collection,44976,2513427.0
1891,1891,44977,2013-12-19,धूम ३,Dhoom 3,Dhoom Collection,44976,30722099.0
1892,1892,496319,2026-08-14,Dhoom 4,Dhoom 4,Dhoom Collection,44976,39649311.0
1893,1893,9600,2000-05-31,Big Momma's House,Big Momma's House,Big Momma's House Collection,44979,40594612.0
1894,1894,11565,2006-01-26,Big Momma's House 2,Big Momma's House 2,Big Momma's House Collection,44979,2759477.0
1895,1895,38322,2011-02-16,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",Big Momma's House Collection,44979,27451281.0
1896,1896,9666,2003-08-15,呪怨2,Ju-on: The Grudge 2,Ju-on Collection,1972,3614997.0
1897,1897,11838,2002-10-18,呪怨,Ju-on: The Grudge,Ju-on Collection,1972,2033359.0
1898,1898,32250,2000-02-11,呪怨,Ju-on: The Curse,Ju-on Collection,1972,287670.0
1899,1899,44203,2000-03-25,呪怨2 ビデオ版,Ju-On: The Curse 2,Ju-on Collection,1972,3614858.0
1900,1900,10547,1996-05-31,The Arrival,The Arrival,The Arrival Collection,116661,4260551.0
1901,1901,19154,1998-11-06,The Second Arrival,The Second Arrival,The Arrival Collection,116661,43991244.0
1902,1902,10045,2004-11-09,Banlieue 13,District B13,District 13 Collection,85946,3318002.0
1903,1903,15357,2009-02-18,Banlieue 13 - Ultimatum,District 13: Ultimatum,District 13 Collection,85946,20030612.0
1904,1904,17532,2009-04-28,S. Darko,S. Darko,Darko Collection,178106,17346283.0
1905,1905,141,2001-01-19,Donnie Darko,Donnie Darko,Darko Collection,178106,57820.0
1906,1906,647932,2009-05-20,Bloodstone,Bloodstone,Bloodstone Collection,1341370,5256982.0
1907,1907,647935,2011-08-06,Bloodstone II,Bloodstone II,Bloodstone Collection,1341370,14819983.0
1908,1908,13417,2005-12-05,Kronk's New Groove,Kronk's New Groove,The Emperor's New Groove Collection,178117,3492883.0
1909,1909,11688,2000-12-15,The Emperor's New Groove,The Emperor's New Groove,The Emperor's New Groove Collection,178117,338869.0
1910,1910,28933,2001-03-15,The Brotherhood,The Brotherhood,The Brotherhood Collection,262086,4977595.0
1911,1911,44259,2001-09-25,The Brotherhood 2: Young Warlocks,The Brotherhood 2: Young Warlocks,The Brotherhood Collection,262086,4977595.0
1912,1912,28927,2003-04-23,The Brotherhood III: Young Demons,The Brotherhood III: Young Demons,The Brotherhood Collection,262086,34305479.0
1913,1913,181965,2005-03-01,The Brotherhood IV: the Complex,The Brotherhood IV: the Complex,The Brotherhood Collection,262086,4977595.0
1914,1914,113917,2009-01-18,The Brotherhood V: Alumni,The Brotherhood V: Alumni,The Brotherhood Collection,262086,34305479.0
1915,1915,180631,2009-01-19,The Brotherhood VI: Initiation,The Brotherhood VI: Initiation,The Brotherhood Collection,262086,34305479.0
1916,1916,11282,2004-07-02,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,Harold & Kumar Collection,30663,873469.0
1917,1917,13335,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Collection,30663,3412648.0
1918,1918,55465,2011-11-04,A Very Harold & Kumar Christmas,A Very Harold & Kumar Christmas,Harold & Kumar Collection,30663,31422455.0
1919,1919,42450,1974-08-08,Macon County Line,Macon County Line,Macon County Collection,458697,17657295.0
1920,1920,42263,1975-07-23,Return to Macon County,Return to Macon County,Macon County Collection,458697,25276910.0
1921,1921,322018,1990-05-17,ഇൻ ഹരിഹർ നഗർ,In Harihar Nagar,Harihar Nagar  Collection,415694,3635024.0
1922,1922,32172,2009-04-01,2 ഹരിഹർനഗർ,2 Harihar Nagar,Harihar Nagar  Collection,415694,20163502.0
